"","V1","Subject","Age","Handedness","Sex","Condition","Cond_order","Dailyusage","Socialapps","Vision","date","set_size","correct_answer","response_time","response_timed_out","target_present","pressed_key"
"1",1,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",NA,NA,NA,NA,NA,""
"2",2,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.9026,FALSE,FALSE,"m"
"3",3,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.477,FALSE,FALSE,"m"
"4",4,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.9374,FALSE,TRUE,"x"
"5",5,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.2866,FALSE,TRUE,"x"
"6",6,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.6363,FALSE,TRUE,"x"
"7",7,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.3188,FALSE,FALSE,"m"
"8",8,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.9408,FALSE,FALSE,"m"
"9",9,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.7988,FALSE,TRUE,"x"
"10",10,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.8708,FALSE,FALSE,"m"
"11",11,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.6798,FALSE,FALSE,"m"
"12",12,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.5469,FALSE,TRUE,"x"
"13",13,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.5674,FALSE,FALSE,"m"
"14",14,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.2717,FALSE,TRUE,"x"
"15",15,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,0.8461,FALSE,TRUE,"x"
"16",16,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.01,FALSE,TRUE,"x"
"17",17,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,2.1476,FALSE,FALSE,"m"
"18",18,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.1574,FALSE,FALSE,"m"
"19",19,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.3158,FALSE,FALSE,"m"
"20",20,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.6747,FALSE,TRUE,"x"
"21",21,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.4498,FALSE,TRUE,"x"
"22",22,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.213,FALSE,TRUE,"x"
"23",23,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.0761,FALSE,FALSE,"m"
"24",24,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.6501,FALSE,FALSE,"m"
"25",25,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.5725,FALSE,TRUE,"x"
"26",26,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.01,FALSE,FALSE,"m"
"27",27,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.5869,FALSE,TRUE,"x"
"28",28,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,0.9976,FALSE,TRUE,"x"
"29",29,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.9725,FALSE,FALSE,"m"
"30",30,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.3832,FALSE,FALSE,"m"
"31",31,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,0.7158,FALSE,TRUE,"x"
"32",32,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,FALSE,1.0455,FALSE,TRUE,"m"
"33",33,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.3537,FALSE,FALSE,"m"
"34",34,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.6542,FALSE,TRUE,"x"
"35",35,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.5883,FALSE,TRUE,"x"
"36",36,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.9936,FALSE,FALSE,"m"
"37",37,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.853,FALSE,TRUE,"x"
"38",38,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.6036,FALSE,TRUE,"x"
"39",39,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.5413,FALSE,TRUE,"x"
"40",40,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,FALSE,1.1196,FALSE,TRUE,"m"
"41",41,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.8394,FALSE,FALSE,"m"
"42",42,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,2.3662,FALSE,FALSE,"m"
"43",43,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.8708,FALSE,TRUE,"x"
"44",44,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.6107,FALSE,TRUE,"x"
"45",45,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.8388,FALSE,FALSE,"m"
"46",46,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.5529,FALSE,FALSE,"m"
"47",47,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.6993,FALSE,TRUE,"x"
"48",48,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.3494,FALSE,FALSE,"m"
"49",49,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.917,FALSE,TRUE,"x"
"50",50,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.0541,FALSE,TRUE,"x"
"51",51,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.6149,FALSE,TRUE,"x"
"52",52,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.5664,FALSE,FALSE,"m"
"53",53,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,0.9818,FALSE,TRUE,"x"
"54",54,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.3487,FALSE,FALSE,"m"
"55",55,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,2.262,FALSE,FALSE,"m"
"56",56,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,FALSE,1.4717,FALSE,FALSE,"x"
"57",57,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.5204,FALSE,FALSE,"m"
"58",58,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.4451,FALSE,FALSE,"m"
"59",59,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.2529,FALSE,FALSE,"m"
"60",60,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.838,FALSE,TRUE,"x"
"61",61,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,0.9982,FALSE,TRUE,"x"
"62",62,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,0.6972,FALSE,TRUE,"x"
"63",63,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.7027,FALSE,TRUE,"x"
"64",64,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.2585,FALSE,FALSE,"m"
"65",65,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.99,FALSE,TRUE,"x"
"66",66,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.5418,FALSE,TRUE,"x"
"67",67,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.9534,FALSE,TRUE,"x"
"68",68,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,2.015,FALSE,FALSE,"m"
"69",69,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.5716,FALSE,TRUE,"x"
"70",70,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.0074,FALSE,FALSE,"m"
"71",71,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.8477,FALSE,TRUE,"x"
"72",72,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.6611,FALSE,FALSE,"m"
"73",73,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.5651,FALSE,FALSE,"m"
"74",74,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.6329,FALSE,FALSE,"m"
"75",75,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.1213,FALSE,TRUE,"x"
"76",76,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.4493,FALSE,TRUE,"x"
"77",77,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,2.3284,FALSE,TRUE,"x"
"78",78,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,2.0296,FALSE,FALSE,"m"
"79",79,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.1026,FALSE,TRUE,"x"
"80",80,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.2218,FALSE,FALSE,"m"
"81",81,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,1.8886,FALSE,FALSE,"m"
"82",82,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,2.5825,FALSE,FALSE,"m"
"83",83,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,0.933,FALSE,TRUE,"x"
"84",84,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,1.3099,FALSE,FALSE,"m"
"85",85,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.6541,FALSE,TRUE,"x"
"86",86,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",12,TRUE,2.1861,FALSE,FALSE,"m"
"87",87,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.8746,FALSE,FALSE,"m"
"88",88,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",6,TRUE,0.9068,FALSE,FALSE,"m"
"89",89,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.2807,FALSE,FALSE,"m"
"90",90,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,TRUE,1.5463,FALSE,FALSE,"m"
"91",91,"08a2d8ee",20,"R","Female","Phone present","1st","more than 3 hours",">3","Corrected vision","2021-08-23_21h22.34.214",18,FALSE,1.029,FALSE,TRUE,"m"
"92",92,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",NA,NA,NA,NA,NA,""
"93",93,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,FALSE,1.3381,FALSE,TRUE,"m"
"94",94,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.2266,FALSE,FALSE,"m"
"95",95,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,0.6304,FALSE,TRUE,"x"
"96",96,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.425,FALSE,FALSE,"m"
"97",97,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.5416,FALSE,FALSE,"m"
"98",98,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.9723,FALSE,FALSE,"m"
"99",99,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.2685,FALSE,FALSE,"m"
"100",100,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.9737,FALSE,FALSE,"m"
"101",101,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,0.9609,FALSE,TRUE,"x"
"102",102,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.3033,FALSE,TRUE,"x"
"103",103,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,1.4485,FALSE,TRUE,"x"
"104",104,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.9505,FALSE,FALSE,"m"
"105",105,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.804,FALSE,TRUE,"x"
"106",106,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,FALSE,2.247,FALSE,TRUE,"m"
"107",107,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.3819,FALSE,FALSE,"m"
"108",108,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,1.7657,FALSE,FALSE,"m"
"109",109,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,FALSE,2.3121,FALSE,TRUE,"m"
"110",110,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,1.8447,FALSE,FALSE,"m"
"111",111,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.1578,FALSE,FALSE,"m"
"112",112,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.1164,FALSE,TRUE,"x"
"113",113,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.793,FALSE,FALSE,"m"
"114",114,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,2.0846,FALSE,FALSE,"m"
"115",115,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,2.0326,FALSE,FALSE,"m"
"116",116,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.8099,FALSE,TRUE,"x"
"117",117,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.1046,FALSE,FALSE,"m"
"118",118,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.8755,FALSE,TRUE,"x"
"119",119,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.5991,FALSE,TRUE,"x"
"120",120,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.8557,FALSE,TRUE,"x"
"121",121,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.2679,FALSE,FALSE,"m"
"122",122,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.1221,FALSE,FALSE,"m"
"123",123,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.2159,FALSE,TRUE,"x"
"124",124,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,3.1646,FALSE,TRUE,"x"
"125",125,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.7828,FALSE,FALSE,"m"
"126",126,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.8839,FALSE,FALSE,"m"
"127",127,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,1.7289,FALSE,FALSE,"m"
"128",128,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.1876,FALSE,TRUE,"x"
"129",129,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,2.134,FALSE,FALSE,"m"
"130",130,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.7083,FALSE,TRUE,"x"
"131",131,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.2006,FALSE,TRUE,"x"
"132",132,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.6921,FALSE,TRUE,"x"
"133",133,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.7261,FALSE,TRUE,"x"
"134",134,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.3483,FALSE,FALSE,"m"
"135",135,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.2626,FALSE,FALSE,"m"
"136",136,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,0.5965,FALSE,TRUE,"x"
"137",137,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.0977,FALSE,FALSE,"m"
"138",138,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,1.3894,FALSE,FALSE,"m"
"139",139,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.384,FALSE,FALSE,"m"
"140",140,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,1.6614,FALSE,TRUE,"x"
"141",141,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.0989,FALSE,FALSE,"m"
"142",142,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.5498,FALSE,TRUE,"x"
"143",143,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,1.9283,FALSE,TRUE,"x"
"144",144,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,3.0461,FALSE,FALSE,"m"
"145",145,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,0.832,FALSE,TRUE,"x"
"146",146,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,2.2355,FALSE,FALSE,"m"
"147",147,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.8665,FALSE,FALSE,"m"
"148",148,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,0.5934,FALSE,TRUE,"x"
"149",149,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,FALSE,1.6481,FALSE,TRUE,"m"
"150",150,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.3139,FALSE,FALSE,"m"
"151",151,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",12,TRUE,1.0647,FALSE,TRUE,"x"
"152",152,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.9245,FALSE,TRUE,"x"
"153",153,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",6,TRUE,0.8601,FALSE,TRUE,"x"
"154",154,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,1.4302,FALSE,TRUE,"x"
"155",155,"08a2d8ee",20,"R","Female","Phone absent","2nd","more than 3 hours",">3","Corrected vision","2021-08-23_21h28.33.881",18,TRUE,2.4202,FALSE,FALSE,"m"
